prompt,debate,model,debater,criterion,score
2,3,gpt4o,Debater 1,coherence,8.0
2,3,gpt4o,Debater 1,engagement,8.5
2,3,gpt4o,Debater 1,mastery_of_the_topic,8.0
2,3,gpt4o,Debater 1,organization_and_clarity,8.0
2,3,gpt4o,Debater 1,persuasion,8.0
2,3,gpt4o,Debater 1,preparation,8.0
2,3,gpt4o,Debater 1,use_of_examples,7.5
2,3,gpt4o,Debater 2,adaptability,7.5
2,3,gpt4o,Debater 2,argumentation,8.0
2,3,gpt4o,Debater 2,coherence,8.0
2,3,gpt4o,Debater 2,engagement,8.0
2,3,gpt4o,Debater 2,mastery_of_the_topic,7.5
2,3,gpt4o,Debater 2,organization_and_clarity,7.5
2,3,gpt4o,Debater 2,persuasion,7.8
2,3,gpt4o,Debater 2,preparation,8.0
2,3,gpt4o,Debater 2,use_of_examples,7.0
2,3,gpt4o,Debater 3,adaptability,7.7
2,3,gpt4o,Debater 3,argumentation,8.0
2,3,gpt4o,Debater 3,coherence,8.0
2,3,gpt4o,Debater 3,engagement,8.0
2,3,gpt4o,Debater 3,mastery_of_the_topic,8.0
2,3,gpt4o,Debater 3,organization_and_clarity,8.0
2,3,gpt4o,Debater 3,persuasion,7.8
2,3,gpt4o,Debater 3,preparation,8.0
2,3,gpt4o,Debater 3,use_of_examples,7.5
2,3,gpt4o,Debater 4,adaptability,8.0
2,3,gpt4o,Debater 4,argumentation,8.5
2,3,gpt4o,Debater 4,coherence,8.5
2,3,gpt4o,Debater 4,engagement,8.333333333333334
2,3,gpt4o,Debater 4,mastery_of_the_topic,8.5
2,3,gpt4o,Debater 4,organization_and_clarity,8.5
2,3,gpt4o,Debater 4,persuasion,8.2
2,3,gpt4o,Debater 4,preparation,8.5
2,3,gpt4o,Debater 4,use_of_examples,8.0
2,3,gpt4o,Debater 5,adaptability,8.0
2,3,gpt4o,Debater 5,argumentation,8.0
2,3,gpt4o,Debater 5,coherence,8.0
2,3,gpt4o,Debater 5,engagement,8.166666666666666
2,3,gpt4o,Debater 5,mastery_of_the_topic,8.0
2,3,gpt4o,Debater 5,organization_and_clarity,8.0
2,3,gpt4o,Debater 5,persuasion,8.0
2,3,gpt4o,Debater 5,preparation,8.0
2,3,gpt4o,Debater 5,use_of_examples,7.666666666666667
2,5,claude,Debater 1,adaptability,6.5
2,5,claude,Debater 1,argumentation,6.0
2,5,claude,Debater 1,coherence,7.0
2,5,claude,Debater 1,engagement,7.0
2,5,claude,Debater 1,mastery_of_the_topic,6.0
2,5,claude,Debater 1,organization_and_clarity,6.5
2,5,claude,Debater 1,persuasion,5.5
2,5,claude,Debater 1,preparation,5.5
2,5,claude,Debater 1,use_of_examples,4.166666666666667
2,5,claude,Debater 2,adaptability,5.833333333333333
2,5,claude,Debater 2,argumentation,5.5
2,5,claude,Debater 2,coherence,6.5
2,5,claude,Debater 2,engagement,6.5
2,5,claude,Debater 2,mastery_of_the_topic,5.5
2,5,claude,Debater 2,organization_and_clarity,6.0
2,5,claude,Debater 2,persuasion,5.0
2,5,claude,Debater 2,preparation,5.0
2,5,claude,Debater 2,use_of_examples,3.6666666666666665
2,5,claude,Debater 3,adaptability,7.833333333333333
2,5,claude,Debater 3,argumentation,7.833333333333333
2,5,claude,Debater 3,coherence,7.833333333333333
2,5,claude,Debater 3,engagement,8.333333333333334
2,5,claude,Debater 3,mastery_of_the_topic,7.833333333333333
2,5,claude,Debater 3,organization_and_clarity,7.5
2,5,claude,Debater 3,persuasion,7.333333333333333
2,5,claude,Debater 3,preparation,7.333333333333333
2,5,claude,Debater 3,use_of_examples,7.0
2,5,claude,Debater 4,adaptability,5.833333333333333
2,5,claude,Debater 4,argumentation,6.0
2,5,claude,Debater 4,coherence,6.5
2,5,claude,Debater 4,engagement,5.5
2,5,claude,Debater 4,mastery_of_the_topic,6.0
2,5,claude,Debater 4,organization_and_clarity,6.5
2,5,claude,Debater 4,persuasion,5.5
2,5,claude,Debater 4,preparation,5.5
2,5,claude,Debater 4,use_of_examples,4.5
2,5,claude,Debater 5,adaptability,6.333333333333333
2,5,claude,Debater 5,argumentation,6.5
2,5,claude,Debater 5,coherence,7.0
2,5,claude,Debater 5,engagement,6.166666666666667
2,5,claude,Debater 5,mastery_of_the_topic,6.5
2,5,claude,Debater 5,organization_and_clarity,6.5
2,5,claude,Debater 5,persuasion,6.0
2,5,claude,Debater 5,preparation,6.0
2,5,claude,Debater 5,use_of_examples,5.5
2,5,gemini,Debater 1,adaptability,8.0
2,5,gemini,Debater 1,argumentation,8.5
2,5,gemini,Debater 1,coherence,8.3
2,5,gemini,Debater 1,engagement,8.2
2,5,gemini,Debater 1,mastery_of_the_topic,8.0
2,5,gemini,Debater 1,organization_and_clarity,8.0
2,5,gemini,Debater 1,persuasion,7.8
2,5,gemini,Debater 1,preparation,8.0
2,5,gemini,Debater 1,use_of_examples,8.5
2,5,gemini,Debater 2,adaptability,7.7
2,5,gemini,Debater 2,argumentation,7.8
2,5,gemini,Debater 2,coherence,7.8
2,5,gemini,Debater 2,engagement,7.900000000000001
2,5,gemini,Debater 2,mastery_of_the_topic,7.5
2,5,gemini,Debater 2,organization_and_clarity,7.5
2,5,gemini,Debater 2,persuasion,7.2
2,5,gemini,Debater 2,preparation,7.5
2,5,gemini,Debater 2,use_of_examples,7.0
2,5,gemini,Debater 3,adaptability,9.2
2,5,gemini,Debater 3,argumentation,9.5
2,5,gemini,Debater 3,coherence,9.3
2,5,gemini,Debater 3,engagement,9.3
2,5,gemini,Debater 3,mastery_of_the_topic,9.4
2,5,gemini,Debater 3,organization_and_clarity,9.0
2,5,gemini,Debater 3,persuasion,9.0
2,5,gemini,Debater 3,preparation,9.5
2,5,gemini,Debater 3,use_of_examples,9.2
2,5,gemini,Debater 4,adaptability,8.0
2,5,gemini,Debater 4,argumentation,8.3
2,5,gemini,Debater 4,coherence,8.1
2,5,gemini,Debater 4,engagement,7.8
2,5,gemini,Debater 4,mastery_of_the_topic,8.0
2,5,gemini,Debater 4,organization_and_clarity,8.2
2,5,gemini,Debater 4,persuasion,7.900000000000001
2,5,gemini,Debater 4,preparation,8.2
2,5,gemini,Debater 4,use_of_examples,7.5
2,5,gemini,Debater 5,adaptability,7.8
2,5,gemini,Debater 5,argumentation,8.2
2,5,gemini,Debater 5,coherence,8.0
2,5,gemini,Debater 5,engagement,7.5
2,5,gemini,Debater 5,mastery_of_the_topic,8.1
2,5,gemini,Debater 5,organization_and_clarity,7.8
2,5,gemini,Debater 5,persuasion,8.0
2,5,gemini,Debater 5,preparation,8.0
2,5,gemini,Debater 5,use_of_examples,8.0
2,5,gpt4o,Debater 1,adaptability,7.5
2,5,gpt4o,Debater 1,argumentation,7.766666666666667
2,5,gpt4o,Debater 1,coherence,8.0
2,5,gpt4o,Debater 1,engagement,8.0
2,5,gpt4o,Debater 1,mastery_of_the_topic,7.5
2,5,gpt4o,Debater 1,organization_and_clarity,7.5
2,5,gpt4o,Debater 1,persuasion,7.6000000000000005
2,5,gpt4o,Debater 1,preparation,8.0
2,5,gpt4o,Debater 1,use_of_examples,7.0
2,5,gpt4o,Debater 2,adaptability,7.333333333333333
2,5,gpt4o,Debater 2,argumentation,7.5
2,5,gpt4o,Debater 2,coherence,7.6000000000000005
2,5,gpt4o,Debater 2,engagement,7.7
2,5,gpt4o,Debater 2,mastery_of_the_topic,7.0
2,5,gpt4o,Debater 2,organization_and_clarity,7.0
2,5,gpt4o,Debater 2,persuasion,7.166666666666667
2,5,gpt4o,Debater 2,preparation,7.5
2,5,gpt4o,Debater 2,use_of_examples,6.5
2,5,gpt4o,Debater 3,adaptability,8.0
2,5,gpt4o,Debater 3,argumentation,8.5
2,5,gpt4o,Debater 3,coherence,8.5
2,5,gpt4o,Debater 3,engagement,8.299999999999999
2,5,gpt4o,Debater 3,mastery_of_the_topic,8.0
2,5,gpt4o,Debater 3,organization_and_clarity,8.0
2,5,gpt4o,Debater 3,persuasion,8.0
2,5,gpt4o,Debater 3,preparation,8.333333333333334
2,5,gpt4o,Debater 3,use_of_examples,7.5
2,5,gpt4o,Debater 4,adaptability,7.5
2,5,gpt4o,Debater 4,argumentation,7.6000000000000005
2,5,gpt4o,Debater 4,coherence,8.0
2,5,gpt4o,Debater 4,engagement,7.766666666666667
2,5,gpt4o,Debater 4,mastery_of_the_topic,7.5
2,5,gpt4o,Debater 4,organization_and_clarity,7.5
2,5,gpt4o,Debater 4,persuasion,7.6000000000000005
2,5,gpt4o,Debater 4,preparation,7.833333333333333
2,5,gpt4o,Debater 4,use_of_examples,7.0
2,5,gpt4o,Debater 5,adaptability,7.5
2,5,gpt4o,Debater 5,argumentation,7.666666666666667
2,5,gpt4o,Debater 5,coherence,7.766666666666667
2,5,gpt4o,Debater 5,engagement,7.866666666666667
2,5,gpt4o,Debater 5,mastery_of_the_topic,7.5
2,5,gpt4o,Debater 5,organization_and_clarity,7.666666666666667
2,5,gpt4o,Debater 5,persuasion,7.666666666666667
2,5,gpt4o,Debater 5,preparation,7.666666666666667
2,5,gpt4o,Debater 5,use_of_examples,7.166666666666667
2,6,claude,Debater 1,adaptability,8.0
2,6,claude,Debater 1,argumentation,8.0
2,6,claude,Debater 1,coherence,7.5
2,6,claude,Debater 1,engagement,8.5
2,6,claude,Debater 1,mastery_of_the_topic,8.0
2,6,claude,Debater 1,organization_and_clarity,7.5
2,6,claude,Debater 1,persuasion,7.5
2,6,claude,Debater 1,preparation,8.0
2,6,claude,Debater 1,use_of_examples,7.0
2,6,claude,Debater 2,adaptability,7.5
2,6,claude,Debater 2,argumentation,7.5
2,6,claude,Debater 2,coherence,7.0
2,6,claude,Debater 2,engagement,7.0
2,6,claude,Debater 2,mastery_of_the_topic,7.5
2,6,claude,Debater 2,organization_and_clarity,7.0
2,6,claude,Debater 2,persuasion,7.0
2,6,claude,Debater 2,preparation,7.5
2,6,claude,Debater 2,use_of_examples,6.5
2,6,claude,Debater 3,adaptability,6.833333333333333
2,6,claude,Debater 3,argumentation,6.833333333333333
2,6,claude,Debater 3,coherence,7.166666666666667
2,6,claude,Debater 3,engagement,7.166666666666667
2,6,claude,Debater 3,mastery_of_the_topic,7.166666666666667
2,6,claude,Debater 3,organization_and_clarity,7.166666666666667
2,6,claude,Debater 3,persuasion,6.666666666666667
2,6,claude,Debater 3,preparation,7.166666666666667
2,6,claude,Debater 3,use_of_examples,6.833333333333333
2,6,claude,Debater 4,adaptability,8.166666666666666
2,6,claude,Debater 4,argumentation,7.5
2,6,claude,Debater 4,coherence,7.5
2,6,claude,Debater 4,engagement,8.0
2,6,claude,Debater 4,mastery_of_the_topic,7.0
2,6,claude,Debater 4,organization_and_clarity,7.666666666666667
2,6,claude,Debater 4,persuasion,7.5
2,6,claude,Debater 4,preparation,7.0
2,6,claude,Debater 4,use_of_examples,7.5
2,6,gemini,Debater 1,adaptability,8.5
2,6,gemini,Debater 1,argumentation,8.8
2,6,gemini,Debater 1,coherence,8.666666666666666
2,6,gemini,Debater 1,engagement,9.0
2,6,gemini,Debater 1,mastery_of_the_topic,8.833333333333334
2,6,gemini,Debater 1,organization_and_clarity,8.5
2,6,gemini,Debater 1,persuasion,8.7
2,6,gemini,Debater 1,preparation,8.8
2,6,gemini,Debater 1,use_of_examples,8.666666666666666
2,6,gemini,Debater 2,adaptability,7.666666666666667
2,6,gemini,Debater 2,argumentation,7.8
2,6,gemini,Debater 2,coherence,7.933333333333334
2,6,gemini,Debater 2,engagement,7.7
2,6,gemini,Debater 2,mastery_of_the_topic,7.8
2,6,gemini,Debater 2,organization_and_clarity,7.833333333333333
2,6,gemini,Debater 2,persuasion,7.666666666666667
2,6,gemini,Debater 2,preparation,7.666666666666667
2,6,gemini,Debater 2,use_of_examples,7.166666666666667
2,6,gemini,Debater 3,adaptability,8.1
2,6,gemini,Debater 3,argumentation,8.5
2,6,gemini,Debater 3,coherence,8.466666666666667
2,6,gemini,Debater 3,engagement,8.299999999999999
2,6,gemini,Debater 3,mastery_of_the_topic,8.433333333333334
2,6,gemini,Debater 3,organization_and_clarity,8.200000000000001
2,6,gemini,Debater 3,persuasion,8.266666666666667
2,6,gemini,Debater 3,preparation,8.200000000000001
2,6,gemini,Debater 3,use_of_examples,8.0
2,6,gemini,Debater 4,adaptability,9.0
2,6,gemini,Debater 4,argumentation,8.133333333333333
2,6,gemini,Debater 4,coherence,8.0
2,6,gemini,Debater 4,engagement,8.700000000000001
2,6,gemini,Debater 4,mastery_of_the_topic,8.133333333333335
2,6,gemini,Debater 4,organization_and_clarity,8.0
2,6,gemini,Debater 4,persuasion,8.333333333333334
2,6,gemini,Debater 4,preparation,7.833333333333333
2,6,gemini,Debater 4,use_of_examples,8.266666666666667
2,6,gpt4o,Debater 1,adaptability,8.0
2,6,gpt4o,Debater 1,argumentation,8.0
2,6,gpt4o,Debater 1,coherence,8.233333333333333
2,6,gpt4o,Debater 1,engagement,8.5
2,6,gpt4o,Debater 1,mastery_of_the_topic,8.0
2,6,gpt4o,Debater 1,organization_and_clarity,8.0
2,6,gpt4o,Debater 1,persuasion,8.066666666666666
2,6,gpt4o,Debater 1,preparation,8.5
2,6,gpt4o,Debater 1,use_of_examples,8.5
2,6,gpt4o,Debater 2,adaptability,7.5
2,6,gpt4o,Debater 2,argumentation,8.0
2,6,gpt4o,Debater 2,coherence,8.0
2,6,gpt4o,Debater 2,engagement,7.6000000000000005
2,6,gpt4o,Debater 2,mastery_of_the_topic,7.5
2,6,gpt4o,Debater 2,organization_and_clarity,7.5
2,6,gpt4o,Debater 2,persuasion,7.6000000000000005
2,6,gpt4o,Debater 2,preparation,8.0
2,6,gpt4o,Debater 2,use_of_examples,7.0
2,6,gpt4o,Debater 3,adaptability,7.6000000000000005
2,6,gpt4o,Debater 3,argumentation,8.0
2,6,gpt4o,Debater 3,coherence,8.0
2,6,gpt4o,Debater 3,engagement,7.833333333333333
2,6,gpt4o,Debater 3,mastery_of_the_topic,8.0
2,6,gpt4o,Debater 3,organization_and_clarity,8.0
2,6,gpt4o,Debater 3,persuasion,7.8
2,6,gpt4o,Debater 3,preparation,8.0
2,6,gpt4o,Debater 3,use_of_examples,7.5
2,6,gpt4o,Debater 4,adaptability,7.5
2,6,gpt4o,Debater 4,argumentation,7.5
2,6,gpt4o,Debater 4,coherence,7.6000000000000005
2,6,gpt4o,Debater 4,engagement,7.6000000000000005
2,6,gpt4o,Debater 4,mastery_of_the_topic,7.5
2,6,gpt4o,Debater 4,organization_and_clarity,7.5
2,6,gpt4o,Debater 4,persuasion,7.6000000000000005
2,6,gpt4o,Debater 4,preparation,7.5
2,6,gpt4o,Debater 4,use_of_examples,7.0
2,7,claude,Debater 1,adaptability,5.5
2,7,claude,Debater 1,argumentation,5.5
2,7,claude,Debater 1,coherence,6.0
2,7,claude,Debater 1,engagement,6.5
2,7,claude,Debater 1,mastery_of_the_topic,5.5
2,7,claude,Debater 1,organization_and_clarity,6.0
2,7,claude,Debater 1,persuasion,5.0
2,7,claude,Debater 1,preparation,5.0
2,7,claude,Debater 1,use_of_examples,6.5
2,7,claude,Debater 2,adaptability,7.333333333333333
2,7,claude,Debater 2,argumentation,7.5
2,7,claude,Debater 2,coherence,7.5
2,7,claude,Debater 2,engagement,7.166666666666667
2,7,claude,Debater 2,mastery_of_the_topic,7.5
2,7,claude,Debater 2,organization_and_clarity,7.5
2,7,claude,Debater 2,persuasion,7.0
2,7,claude,Debater 2,preparation,7.0
2,7,claude,Debater 2,use_of_examples,6.5
2,7,claude,Debater 3,adaptability,6.833333333333333
2,7,claude,Debater 3,argumentation,6.833333333333333
2,7,claude,Debater 3,coherence,6.833333333333333
2,7,claude,Debater 3,engagement,7.333333333333333
2,7,claude,Debater 3,mastery_of_the_topic,6.5
2,7,claude,Debater 3,organization_and_clarity,6.833333333333333
2,7,claude,Debater 3,persuasion,6.333333333333333
2,7,claude,Debater 3,preparation,6.166666666666667
2,7,claude,Debater 3,use_of_examples,6.333333333333333
2,7,claude,Debater 4,adaptability,6.166666666666667
2,7,claude,Debater 4,argumentation,6.333333333333333
2,7,claude,Debater 4,coherence,6.833333333333333
2,7,claude,Debater 4,engagement,6.833333333333333
2,7,claude,Debater 4,mastery_of_the_topic,6.5
2,7,claude,Debater 4,organization_and_clarity,6.333333333333333
2,7,claude,Debater 4,persuasion,5.833333333333333
2,7,claude,Debater 4,preparation,6.0
2,7,claude,Debater 4,use_of_examples,6.5
2,7,gemini,Debater 1,adaptability,6.0
2,7,gemini,Debater 1,argumentation,7.2
2,7,gemini,Debater 1,coherence,7.0
2,7,gemini,Debater 1,engagement,5.0
2,7,gemini,Debater 1,mastery_of_the_topic,7.5
2,7,gemini,Debater 1,organization_and_clarity,7.5
2,7,gemini,Debater 1,persuasion,6.5
2,7,gemini,Debater 1,preparation,7.0
2,7,gemini,Debater 1,use_of_examples,7.0
2,7,gemini,Debater 2,adaptability,8.5
2,7,gemini,Debater 2,argumentation,8.5
2,7,gemini,Debater 2,coherence,8.7
2,7,gemini,Debater 2,engagement,8.8
2,7,gemini,Debater 2,mastery_of_the_topic,8.5
2,7,gemini,Debater 2,organization_and_clarity,8.5
2,7,gemini,Debater 2,persuasion,8.2
2,7,gemini,Debater 2,preparation,8.0
2,7,gemini,Debater 2,use_of_examples,8.0
2,7,gemini,Debater 3,adaptability,6.8
2,7,gemini,Debater 3,argumentation,7.0
2,7,gemini,Debater 3,coherence,7.5
2,7,gemini,Debater 3,engagement,7.0
2,7,gemini,Debater 3,mastery_of_the_topic,7.5
2,7,gemini,Debater 3,organization_and_clarity,7.5
2,7,gemini,Debater 3,persuasion,7.2
2,7,gemini,Debater 3,preparation,7.5
2,7,gemini,Debater 3,use_of_examples,7.8
2,7,gemini,Debater 4,adaptability,7.0
2,7,gemini,Debater 4,argumentation,7.0
2,7,gemini,Debater 4,coherence,7.5
2,7,gemini,Debater 4,engagement,7.5
2,7,gemini,Debater 4,mastery_of_the_topic,7.0
2,7,gemini,Debater 4,organization_and_clarity,7.5
2,7,gemini,Debater 4,persuasion,7.0
2,7,gemini,Debater 4,preparation,7.0
2,7,gemini,Debater 4,use_of_examples,7.0
2,7,gpt4o,Debater 1,adaptability,7.333333333333333
2,7,gpt4o,Debater 1,argumentation,7.0
2,7,gpt4o,Debater 1,coherence,7.5
2,7,gpt4o,Debater 1,engagement,7.266666666666667
2,7,gpt4o,Debater 1,mastery_of_the_topic,7.0
2,7,gpt4o,Debater 1,organization_and_clarity,7.0
2,7,gpt4o,Debater 1,persuasion,7.5
2,7,gpt4o,Debater 1,preparation,7.5
2,7,gpt4o,Debater 1,use_of_examples,7.5
2,7,gpt4o,Debater 2,adaptability,8.0
2,7,gpt4o,Debater 2,argumentation,8.0
2,7,gpt4o,Debater 2,coherence,8.166666666666666
2,7,gpt4o,Debater 2,engagement,8.5
2,7,gpt4o,Debater 2,mastery_of_the_topic,8.0
2,7,gpt4o,Debater 2,organization_and_clarity,8.0
2,7,gpt4o,Debater 2,persuasion,8.0
2,7,gpt4o,Debater 2,preparation,8.166666666666666
2,7,gpt4o,Debater 2,use_of_examples,7.5
2,7,gpt4o,Debater 3,adaptability,7.5
2,7,gpt4o,Debater 3,argumentation,8.0
2,7,gpt4o,Debater 3,coherence,8.0
2,7,gpt4o,Debater 3,engagement,8.0
2,7,gpt4o,Debater 3,mastery_of_the_topic,7.5
2,7,gpt4o,Debater 3,organization_and_clarity,7.5
2,7,gpt4o,Debater 3,persuasion,7.6000000000000005
2,7,gpt4o,Debater 3,preparation,8.0
2,7,gpt4o,Debater 3,use_of_examples,7.5
2,7,gpt4o,Debater 4,adaptability,7.5
2,7,gpt4o,Debater 4,argumentation,7.5
2,7,gpt4o,Debater 4,coherence,8.0
2,7,gpt4o,Debater 4,engagement,8.0
2,7,gpt4o,Debater 4,mastery_of_the_topic,7.5
2,7,gpt4o,Debater 4,organization_and_clarity,7.5
2,7,gpt4o,Debater 4,persuasion,7.6000000000000005
2,7,gpt4o,Debater 4,preparation,7.5
2,7,gpt4o,Debater 4,use_of_examples,7.166666666666667
2,8,claude,Debater 1,adaptability,8.2
2,8,claude,Debater 1,argumentation,8.0
2,8,claude,Debater 1,coherence,7.900000000000001
2,8,claude,Debater 1,engagement,8.5
2,8,claude,Debater 1,mastery_of_the_topic,7.8
2,8,claude,Debater 1,organization_and_clarity,7.5
2,8,claude,Debater 1,persuasion,7.8
2,8,claude,Debater 1,preparation,7.5
2,8,claude,Debater 1,use_of_examples,7.0
2,8,claude,Debater 2,adaptability,6.8
2,8,claude,Debater 2,argumentation,7.2
2,8,claude,Debater 2,coherence,7.5
2,8,claude,Debater 2,engagement,7.5
2,8,claude,Debater 2,mastery_of_the_topic,7.3
2,8,claude,Debater 2,organization_and_clarity,7.166666666666667
2,8,claude,Debater 2,persuasion,7.0
2,8,claude,Debater 2,preparation,7.0
2,8,claude,Debater 2,use_of_examples,7.333333333333333
2,8,claude,Debater 3,adaptability,7.533333333333334
2,8,claude,Debater 3,argumentation,7.8
2,8,claude,Debater 3,coherence,7.466666666666666
2,8,claude,Debater 3,engagement,7.8
2,8,claude,Debater 3,mastery_of_the_topic,7.400000000000001
2,8,claude,Debater 3,organization_and_clarity,7.233333333333333
2,8,claude,Debater 3,persuasion,7.5
2,8,claude,Debater 3,preparation,7.266666666666667
2,8,claude,Debater 3,use_of_examples,8.333333333333334
2,8,gemini,Debater 1,adaptability,8.633333333333333
2,8,gemini,Debater 1,argumentation,8.933333333333334
2,8,gemini,Debater 1,coherence,8.566666666666666
2,8,gemini,Debater 1,engagement,9.0
2,8,gemini,Debater 1,mastery_of_the_topic,8.8
2,8,gemini,Debater 1,organization_and_clarity,8.333333333333334
2,8,gemini,Debater 1,persuasion,8.700000000000001
2,8,gemini,Debater 1,preparation,8.566666666666666
2,8,gemini,Debater 1,use_of_examples,8.166666666666666
2,8,gemini,Debater 2,adaptability,7.8
2,8,gemini,Debater 2,argumentation,8.0
2,8,gemini,Debater 2,coherence,7.966666666666666
2,8,gemini,Debater 2,engagement,8.266666666666667
2,8,gemini,Debater 2,mastery_of_the_topic,7.900000000000001
2,8,gemini,Debater 2,organization_and_clarity,8.066666666666666
2,8,gemini,Debater 2,persuasion,7.900000000000001
2,8,gemini,Debater 2,preparation,8.0
2,8,gemini,Debater 2,use_of_examples,7.5
2,8,gemini,Debater 3,adaptability,9.133333333333333
2,8,gemini,Debater 3,argumentation,8.9
2,8,gemini,Debater 3,coherence,8.7
2,8,gemini,Debater 3,engagement,8.866666666666665
2,8,gemini,Debater 3,mastery_of_the_topic,8.700000000000001
2,8,gemini,Debater 3,organization_and_clarity,8.700000000000001
2,8,gemini,Debater 3,persuasion,9.0
2,8,gemini,Debater 3,preparation,8.6
2,8,gemini,Debater 3,use_of_examples,9.333333333333334
2,8,gpt4o,Debater 1,adaptability,7.5
2,8,gpt4o,Debater 1,argumentation,8.333333333333334
2,8,gpt4o,Debater 1,coherence,7.833333333333333
2,8,gpt4o,Debater 1,engagement,8.333333333333334
2,8,gpt4o,Debater 1,mastery_of_the_topic,7.833333333333333
2,8,gpt4o,Debater 1,organization_and_clarity,7.5
2,8,gpt4o,Debater 1,persuasion,7.933333333333334
2,8,gpt4o,Debater 1,preparation,8.0
2,8,gpt4o,Debater 1,use_of_examples,7.666666666666667
2,8,gpt4o,Debater 2,adaptability,7.166666666666667
2,8,gpt4o,Debater 2,argumentation,7.666666666666667
2,8,gpt4o,Debater 2,coherence,7.666666666666667
2,8,gpt4o,Debater 2,engagement,7.766666666666667
2,8,gpt4o,Debater 2,mastery_of_the_topic,7.333333333333333
2,8,gpt4o,Debater 2,organization_and_clarity,7.166666666666667
2,8,gpt4o,Debater 2,persuasion,7.6000000000000005
2,8,gpt4o,Debater 2,preparation,7.666666666666667
